igralec,ekipa,passing_yards,passing_td,passing_att,passing_cmp,passing_int,sacks,rushing_yards,rushing_td,rushing_att,fumbles,receiving_yards,receiving_td,receptions,targets,def_interceptions,def_sacks,pozicija,starost,tekme
A'Shawn Robinson,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,30,17
A.J. Brown,PHI,0,0,0,0,0,0,0,0,0,0,1003,7,78,121,0,0,WR,28,15
A.J. Epenesa,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,DE,27,16
A.J. Green,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,27,3
AJ Barner,SEA,0,0,0,0,0,0,14,1,10,2,519,6,52,68,0,0,TE,23,17
AJ Cole III,LVR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,30,17
AJ Dillon,PHI,0,0,0,0,0,0,60,0,12,1,21,0,3,3,0,0,RB,27,7
AJ Terrell,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,27,15
Aaron Brewer,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LS,35,17
Aaron Jones,MIN,0,0,0,0,0,0,548,2,132,2,199,1,28,41,0,0,RB,31,12
Aaron Rodgers,PIT,3322,24,498,327,7,29,61,1,21,4,-9,0,1,1,0,0,QB,42,16
Abdul Carter,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OLB,22,17
Adam Butler,LVR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,31,15
Adam Prentice,DEN,0,0,0,0,0,0,44,0,10,0,53,0,6,8,0,0,FB,28,17
Adam Thielen,2TM,0,0,0,0,0,0,0,0,0,0,186,0,19,35,0,0,WR,35,16
Adam Trautman,DEN,0,0,0,0,0,0,0,0,0,0,195,1,20,23,0,0,TE,28,17
Adetomiwa Adebawore,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,24,17
Adin Huntington,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,23,13
Adonai Mitchell,2TM,0,0,0,0,0,0,-4,0,1,1,453,2,33,74,0,0,WR,23,16
Adonai Mitchell,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WR,23,8
Adoree' Jackson,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CB,30,14
Adrian Martinez,SFO,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,QB,25,1
Aeneas Peebles,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,24,6
Ahkello Witherspoon,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CB,30,6
Aidan Hutchinson,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,DE,25,17
Aidan O'Connell,LVR,102,0,22,10,0,1,7,0,1,0,0,0,0,0,0,0,QB,27,1
Akayleb Evans,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,26,16
Akeem Davis-Gaither,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,LB,28,17
Al-Quadin Muhammad,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,30,17
Albert Okwuegbunam,LVR,0,0,0,0,0,0,0,0,0,0,36,0,5,6,0,0,TE,27,1
Ale Kaho,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,25,8
Alec Ingold,MIA,0,0,0,0,0,0,9,0,2,0,52,0,8,11,0,0,FB,29,17
Alec Pierce,IND,0,0,0,0,0,0,0,0,0,0,1003,6,47,84,0,0,WR,25,15
Alex Anzalone,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,LB,31,16
Alex Austin,NWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,24,12
Alex Bachman,LVR,0,0,0,0,0,0,0,0,0,1,12,0,2,3,0,0,WR,29,13
Alex Cappa,LVR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,G,30,17
Alex Highsmith,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,28,13
Alex Singleton,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,32,16
Alex Ward,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LS,26,8
Alex Wright,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,25,14
Alfred Collins,SFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,24,16
Ali Gaye,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OLB,27,3
Alijah Clark,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,22,11
Alijah Huzzie,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CB,24,2
Alim McNeill,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,25,10
Allen Lazard,NYJ,0,0,0,0,0,0,0,0,0,0,70,1,10,18,0,0,WR,30,10
Alohi Gilman,2TM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,28,17
Alontae Taylor,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,CB,27,17
Alvin Kamara,NOR,0,0,0,0,0,0,471,1,131,2,186,0,33,39,0,0,RB,30,11
Amani Hooker,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,27,16
Amani Oruwariye,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,29,1
Amar Johnson,LAC,0,0,0,0,0,0,8,0,2,0,0,0,0,1,0,0,RB,22,2
Amarius Mims,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OT,23,17
Ameer Abdullah,IND,0,0,0,0,0,0,60,1,14,1,99,0,16,17,0,0,RB,32,13
Ameer Speed,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,26,2
Amen Ogbongbemiga,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,27,8
Amik Robertson,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CB,27,17
Amon-Ra St. Brown,DET,0,0,0,0,0,0,9,0,3,1,1401,11,117,172,0,0,WR,26,17
Andre Baccellia,ARI,0,0,0,0,0,0,0,0,0,0,8,0,2,4,0,0,WR,28,5
Andre Cisco,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,25,8
Andre Jones,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,27,3
Andre Szmyt,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K,27,17
Andre' Sam,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,26,3
Andrei Iosivas,CIN,0,0,0,0,0,0,14,0,3,0,435,2,33,58,0,0,WR,26,17
Andres Borregales,NWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K,22,17
Andrew Beck,NYJ,0,0,0,0,0,0,5,0,1,0,45,2,6,9,0,0,FB,29,17
Andrew Billings,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,30,17
Andrew DePaola,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LS,38,17
Andrew Mukuba,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,S,23,11
Andrew Ogletree,IND,0,0,0,0,0,0,0,0,0,0,27,1,4,6,0,0,TE,27,15
Andrew Thomas,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,26,13
Andrew Van Ginkel,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,OLB,30,12
Andrew Wingard,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,S,29,16
Andru Phillips,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,CB,24,17
Andy Dalton,CAR,293,1,37,25,1,8,-2,0,5,2,0,0,0,0,0,0,QB,38,4
Anfernee Jennings,NWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,28,14
Anthony Firkser,DET,0,0,0,0,0,0,0,0,0,0,53,0,8,10,0,0,TE,30,7
Anthony Goodlow,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,25,3
Anthony Gould,IND,0,0,0,0,0,0,0,0,0,0,6,0,2,2,0,0,WR,24,11
Anthony Nelson,TAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,OLB,28,15
Anthony Pittman,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,29,1
Anthony Richardson,IND,9,0,2,1,0,0,-1,0,4,0,9,0,1,1,0,0,QB,23,2
Antoine Winfield Jr.,TAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,S,27,17
Anton Harrison,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OL,23,15
Antonio Gibson,NWE,0,0,0,0,0,0,106,1,25,2,6,0,2,3,0,0,RB,27,5
Antonio Hamilton,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,32,15
Antonio Johnson,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,S,24,17
Ar'Darius Washington,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,26,4
Arden Key,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OLB,29,12
Arian Smith,NYJ,0,0,0,0,0,0,13,0,4,0,52,0,7,16,0,0,WR,24,16
Arik Armstead,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,32,16
Arnold Ebiketie,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,26,17
Arron Mosby,GNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,26,12
Art Green,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,25,11
Arthur Maulet,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CB,32,9
Asante Samuel Jr.,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CB,26,6
Ashton Dulin,IND,0,0,0,0,0,0,44,0,3,0,106,0,5,10,0,0,WR,28,12
Ashton Gillotte,KAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,DE,23,17
Ashton Jeanty,LVR,0,0,0,0,0,0,975,5,266,2,346,5,55,73,0,0,RB,22,17
Ashtyn Davis,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,S,29,15
Audric Estime,NOR,0,0,0,0,0,0,198,1,46,0,103,0,12,13,0,0,RB,22,7
Austin Ajiake,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,25,16
Austin Booker,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,23,10
Austin Brinkman,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LS,23,17
Austin Corbett,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OG,30,13
Austin Ekeler,WAS,0,0,0,0,0,0,43,0,14,0,38,0,5,7,0,0,RB,30,2
Austin Hooper,NWE,0,0,0,0,0,0,0,0,0,0,263,2,21,26,0,0,TE,31,16
Austin Johnson,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,31,14
Austin Keys,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,23,11
Austin McNamara,NYJ,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,P,24,17
Austin Trammell,JAX,0,0,0,0,0,0,0,0,0,0,46,0,3,10,0,0,WR,27,6
Avonte Maddox,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CB,29,14
Azareye'h Thomas,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,21,12
Azeez Al-Shaair,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,LB,28,16
Azeez Ojulari,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OLB,25,3
B.J. Green,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,22,14
B.J. Hill,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,30,17
BJ Ojulari,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OLB,23,8
Baker Mayfield,TAM,3693,26,543,343,11,36,382,1,55,11,0,0,0,0,0,0,QB,30,17
Bam Martin-Scott,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,25,17
Baron Browning,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,OLB,26,15
Barrett Carter,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,LB,23,17
Barryn Sorrell,GNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,23,14
Baylon Spector,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,27,3
Beau Brade,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,23,15
Beaux Collins,NYG,0,0,0,0,0,0,0,0,0,0,25,0,2,6,0,0,WR,23,9
Ben Sims,MIN,0,0,0,0,0,0,0,0,0,0,30,0,3,6,0,0,TE,25,8
Ben Sinnott,WAS,0,0,0,0,0,0,0,0,0,0,114,1,11,13,0,0,TE,23,16
Ben Skowronek,PIT,0,0,0,0,0,0,0,0,0,0,69,1,4,6,0,0,WR,28,17
Ben Yurosek,MIN,0,0,0,0,0,0,0,0,0,0,14,0,2,3,0,0,TE,23,12
Benito Jones,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,28,14
Benjamin Morrison,TAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,21,10
Benjamin St-Juste,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CB,28,16
Bernhard Raimann,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,T,28,16
Bhayshul Tuten,JAX,0,0,0,0,0,0,307,5,83,2,79,2,10,14,0,0,RB,22,15
Bijan Robinson,ATL,0,0,0,0,0,0,1478,7,287,4,820,4,79,103,0,0,RB,23,17
Bilal Nichols,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,29,4
Billy Bowman,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,DB,22,6
Blake Brandel,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,28,17
Blake Cashman,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,29,13
Blake Corum,LAR,0,0,0,0,0,0,746,6,145,0,36,0,8,14,0,0,RB,25,17
Blake Grupe,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K,27,11
Blake Whiteheart,CLE,0,0,0,0,0,0,0,0,0,1,4,0,2,6,0,0,TE,25,17
Bo Melton,GNB,0,0,0,0,0,0,35,0,5,0,107,1,4,13,0,0,CB,26,16
Bo Nix,DEN,3931,25,612,388,11,22,356,5,83,4,0,0,0,1,0,0,QB,25,17
Bo Richter,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OLB,25,17
Bobby Brown,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NT,25,17
Bobby Okereke,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,LB,29,17
Bobby Wagner,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,MLB,35,17
Boogie Basham,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OLB,28,3
Boye Mafe,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,27,17
Braden Fiske,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,25,17
Braden Mann,PHI,0,0,0,0,0,0,-34,0,1,0,0,0,0,0,0,0,P,28,17
Bradley Chubb,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB/OLB,29,17
Bradley Pinion,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,31,17
Brady Cook,NYJ,739,2,153,88,7,19,49,0,13,3,0,0,0,0,0,0,QB,24,5
Brady Russell,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FB,27,17
Bradyn Swinson,NWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,23,3
Braelon Allen,NYJ,0,0,0,0,0,0,76,1,18,1,17,0,2,3,0,0,RB,21,4
Braiden McGregor,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,24,12
Bralyn Lux,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,25,2
Brandin Cooks,2TM,0,0,0,0,0,0,0,0,0,0,279,0,24,36,0,0,WR,32,15
Brandin Echols,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,CB,28,16
Brandon Allen,TEN,72,0,30,17,1,1,0,0,0,0,0,0,0,0,0,0,QB,33,1
Brandon Aubrey,DAL,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,K,30,17
Brandon Codrington,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,25,4
Brandon Dorlus,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,24,15
Brandon Graham,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,37,9
Brandon Johnson,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,22,3
Brandon Jones,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,S,27,14
Brandon McManus,GNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K,34,14
Brandon Pili,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NT,26,13
Brandon Stephens,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,28,16
Branson Combs,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,25,10
Brashard Smith,KAN,0,0,0,0,0,0,151,0,44,1,172,1,25,35,0,0,RB,22,17
Braxton Berrios,HOU,0,0,0,0,0,0,0,0,0,0,37,0,6,8,0,0,WR,30,4
Brayden Willis,SFO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TE,26,6
Breece Hall,NYJ,4,1,1,1,0,0,1065,4,243,2,350,1,36,48,0,0,RB,24,16
Brenden Bates,2TM,0,0,0,0,0,0,0,0,0,0,48,0,4,5,0,0,TE,26,9
Brenden Schooler,NWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,28,16
Brennan Jackson,LVR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OLB,25,3
Brent Urban,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,34,15
Brenton Cox,GNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,25,4
Brenton Strange,JAX,0,0,0,0,0,0,0,0,0,0,540,3,46,60,0,0,TE,25,12
Brett Rypien,CIN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,QB,29,1
Brevyn Spann-Ford,DAL,0,0,0,0,0,0,0,0,0,0,90,1,9,13,0,0,TE,26,17
Brian Branch,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,24,12
Brian Burns,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OLB,27,17
Brian Robinson Jr.,SFO,0,0,0,0,0,0,400,2,92,0,25,0,8,12,0,0,RB,26,17
Brian Thomas,JAX,0,0,0,0,0,0,21,1,3,0,707,2,48,91,0,0,WR,23,14
Britain Covey,PHI,0,0,0,0,0,0,0,0,0,2,20,0,2,4,0,0,WR,28,6
British Brooks,HOU,0,0,0,0,0,0,78,0,17,0,0,0,0,0,0,0,RB,26,15
Brittain Brown,CHI,0,0,0,0,0,0,37,1,5,0,0,0,0,1,0,0,RB,28,3
Brock Bowers,LVR,0,0,0,0,0,0,2,0,2,0,680,7,64,86,0,0,TE,23,12
Brock Hoffman,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,26,17
Brock Purdy,SFO,2167,20,284,197,10,11,147,3,33,3,0,0,0,0,0,0,QB,26,9
Brock Wright,DET,0,0,0,0,0,0,0,0,0,0,108,2,14,22,0,0,TE,27,11
Broderick Jones,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OT,24,11
Broderick Washington Jr.,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,29,3
Bryan Bresee,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,24,15
Bryan Cook,KAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,26,17
Bryce Huff,SFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,27,15
Bryce Oliver,TEN,0,0,0,0,0,0,0,0,0,0,8,0,1,1,0,0,WR,25,3
Bryce Young,CAR,3011,23,478,304,11,27,216,2,54,7,0,0,0,0,0,0,QB,24,16
Brycen Tremayne,CAR,0,0,0,0,0,0,0,0,0,1,160,0,14,18,0,0,WR,26,16
Bucky Irving,TAM,0,0,0,0,0,0,588,1,173,1,277,3,30,35,0,0,RB,23,10
Bud Dupree,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OLB,32,16
Budda Baker,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,S,29,16
Buddy Johnson,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,26,12
Byron Murphy,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,CB,27,17
Byron Murphy,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,23,17
Byron Young,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OLB,27,17
Byron Young,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,25,17
C.J. Brewer,TAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,28,5
C.J. Gardner-Johnson,2TM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,S,28,13
C.J. Goodwin,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,35,17
C.J. Ham,MIN,0,0,0,0,0,0,5,2,3,0,11,0,2,2,0,0,FB,32,11
C.J. Henderson,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CB,27,4
C.J. Ravenell,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,25,14
C.J. Stroud,HOU,3041,19,423,273,8,23,209,1,48,2,0,0,0,0,0,0,QB,24,14
CJ Okoye,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,24,13
CJ West,SFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,23,14
Cade Otton,TAM,0,0,0,0,0,0,0,0,0,0,572,1,59,81,0,0,TE,26,16
Cade Stover,HOU,0,0,0,0,0,0,3,0,4,0,76,0,12,16,0,0,TE,25,9
Caelen Carson,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,23,8
Cal Adomitis,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LS,27,9
Calais Campbell,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,39,17
Caleb Johnson,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,27,2
Caleb Murphy,2TM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,26,11
Caleb Williams,CHI,3942,27,568,330,7,24,388,3,77,9,22,1,2,2,0,0,QB,24,17
Calen Bullock,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,S,22,17
Calijah Kancey,TAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,24,3
Calvin Austin III,PIT,0,0,0,0,0,0,0,0,0,0,372,3,31,55,0,0,WR,26,14
Calvin Ridley,TEN,0,0,0,0,0,0,0,0,0,0,303,0,17,36,0,0,WR,31,7
Cam Akers,MIN,32,1,1,1,0,0,19,0,5,0,0,0,0,1,0,0,RB,26,3
Cam Grandy,CIN,0,0,0,0,0,0,0,0,0,1,7,0,2,2,0,0,TE,25,5
Cam Hart,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CB,25,16
Cam Jackson,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,23,9
Cam Jones,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,26,10
Cam Jurgens,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OL,26,14
Cam Little,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K,22,17
Cam Skattebo,NYG,0,0,0,0,0,0,410,5,101,1,207,2,24,32,0,0,RB,23,8
Cam Taylor-Britt,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,26,8
Cam Ward,TEN,3169,15,540,323,7,55,159,2,39,11,0,0,0,0,0,0,QB,23,17
Cam'Ron Silmon-Craig,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,23,3
Cameron Dicker,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K,25,17
Cameron Goode,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,27,17
Cameron Heyward,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,36,17
Cameron Jordan,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,36,17
Cameron Latu,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TE,25,15
Cameron Lewis,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,28,17
Cameron McGrone,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,25,4
Cameron Mitchell,2TM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,24,10
Cameron Sample,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,26,14
Cameron Thomas,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,25,17
Camryn Bynum,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,S,27,17
Carl Granderson,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,DE,29,17
Carl Jones,2TM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,24,13
Carl Lawson,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,30,1
Carlton Davis,NWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,29,17
Carrington Valentine,GNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,24,17
Carson Bruener,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,24,17
Carson Schwesinger,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,LB,22,16
Carson Wentz,MIN,1216,6,169,110,5,19,57,0,11,3,0,0,0,0,0,0,QB,33,5
Carter Runyon,LVR,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,TE,24,13
Casey Washington,ATL,0,0,0,0,0,0,0,0,0,0,94,0,6,14,0,0,WR,24,7
Cedric Gray,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,23,16
